,filename,scene_label,target,fold
51,airport-lyon-1041-40722-a.wav,airport,0,1
52,airport-lisbon-1114-40725-a.wav,airport,0,1
53,airport-lyon-1095-40743-a.wav,airport,0,1
54,airport-lyon-1101-40748-a.wav,airport,0,1
55,airport-prague-1023-40758-a.wav,airport,0,1
56,airport-lyon-1095-40765-a.wav,airport,0,1
57,airport-lyon-1095-40777-a.wav,airport,0,1
58,airport-prague-1015-40787-a.wav,airport,0,1
59,airport-prague-1034-40792-a.wav,airport,0,1
60,airport-lisbon-1114-40796-a.wav,airport,0,1
61,airport-lyon-1095-40798-a.wav,airport,0,1
62,airport-lisbon-1122-40819-a.wav,airport,0,1
63,airport-lisbon-1000-40849-a.wav,airport,0,1
64,airport-lyon-1095-40859-a.wav,airport,0,1
65,airport-lisbon-1114-40861-a.wav,airport,0,1
66,airport-lyon-1041-40868-a.wav,airport,0,1
67,airport-prague-1023-40879-a.wav,airport,0,1
68,airport-prague-1015-40881-a.wav,airport,0,1
69,airport-prague-1069-40882-a.wav,airport,0,1
70,airport-lisbon-1122-40888-a.wav,airport,0,1
71,airport-lisbon-1114-40895-a.wav,airport,0,1
72,airport-prague-1069-40919-a.wav,airport,0,1
73,airport-lisbon-1122-40971-a.wav,airport,0,1
74,airport-prague-1069-40978-a.wav,airport,0,1
75,airport-prague-1015-40981-a.wav,airport,0,1
76,airport-prague-1015-40987-a.wav,airport,0,1
77,airport-lisbon-1122-40992-a.wav,airport,0,1
78,airport-lyon-1101-40999-a.wav,airport,0,1
79,airport-prague-1015-41015-a.wav,airport,0,1
80,airport-lisbon-1122-41037-a.wav,airport,0,1
81,airport-prague-1034-41137-a.wav,airport,0,1
82,airport-lisbon-1114-41138-a.wav,airport,0,1
83,airport-lyon-1041-41166-a.wav,airport,0,1
84,airport-lyon-1101-41172-a.wav,airport,0,1
85,airport-lyon-1041-41176-a.wav,airport,0,1
86,airport-lisbon-1000-41194-a.wav,airport,0,1
87,airport-lyon-1041-41216-a.wav,airport,0,1
88,airport-prague-1015-41221-a.wav,airport,0,1
89,airport-lyon-1101-41231-a.wav,airport,0,1
90,airport-prague-1023-41264-a.wav,airport,0,1
91,airport-lyon-1101-41267-a.wav,airport,0,1
92,airport-lisbon-1122-41270-a.wav,airport,0,1
93,airport-prague-1069-41272-a.wav,airport,0,1
94,airport-lyon-1041-41282-a.wav,airport,0,1
95,airport-lisbon-1000-41312-a.wav,airport,0,1
96,airport-lyon-1095-41320-a.wav,airport,0,1
97,airport-lisbon-1000-41323-a.wav,airport,0,1
98,airport-prague-1023-41343-a.wav,airport,0,1
99,airport-lyon-1101-41351-a.wav,airport,0,1
100,airport-lisbon-1122-41394-a.wav,airport,0,1
101,airport-lyon-1041-41396-a.wav,airport,0,1
102,airport-lisbon-1114-41409-a.wav,airport,0,1
103,airport-lisbon-1000-41411-a.wav,airport,0,1
104,airport-prague-1023-41413-a.wav,airport,0,1
105,airport-prague-1034-41415-a.wav,airport,0,1
106,airport-prague-1023-41418-a.wav,airport,0,1
107,airport-prague-1034-41420-a.wav,airport,0,1
108,airport-prague-1023-41426-a.wav,airport,0,1
109,airport-prague-1015-41437-a.wav,airport,0,1
110,airport-prague-1023-41451-a.wav,airport,0,1
111,airport-lisbon-1114-41467-a.wav,airport,0,1
112,airport-lyon-1101-41501-a.wav,airport,0,1
113,airport-lisbon-1114-41503-a.wav,airport,0,1
114,airport-prague-1034-41515-a.wav,airport,0,1
115,airport-lyon-1041-41535-a.wav,airport,0,1
116,airport-lyon-1095-41597-a.wav,airport,0,1
117,airport-lyon-1101-41603-a.wav,airport,0,1
118,airport-lyon-1095-41626-a.wav,airport,0,1
119,airport-lisbon-1000-41635-a.wav,airport,0,1
120,airport-lisbon-1114-41658-a.wav,airport,0,1
121,airport-lisbon-1122-41661-a.wav,airport,0,1
122,airport-prague-1034-41674-a.wav,airport,0,1
123,airport-lisbon-1000-41698-a.wav,airport,0,1
124,airport-lyon-1101-41703-a.wav,airport,0,1
125,airport-lisbon-1000-41706-a.wav,airport,0,1
126,airport-lyon-1041-41710-a.wav,airport,0,1
127,airport-prague-1069-41725-a.wav,airport,0,1
128,airport-lisbon-1000-41735-a.wav,airport,0,1
129,airport-lisbon-1114-41736-a.wav,airport,0,1
130,airport-lisbon-1114-41743-a.wav,airport,0,1
131,airport-lyon-1041-41824-a.wav,airport,0,1
132,airport-lisbon-1122-41837-a.wav,airport,0,1
133,airport-lyon-1041-41843-a.wav,airport,0,1
134,airport-lyon-1041-41852-a.wav,airport,0,1
135,airport-prague-1015-41862-a.wav,airport,0,1
136,airport-prague-1069-41871-a.wav,airport,0,1
137,airport-lisbon-1122-41877-a.wav,airport,0,1
138,airport-prague-1069-41895-a.wav,airport,0,1
139,airport-lyon-1101-41912-a.wav,airport,0,1
140,airport-lyon-1101-41913-a.wav,airport,0,1
141,airport-lisbon-1122-41917-a.wav,airport,0,1
142,airport-lyon-1041-41945-a.wav,airport,0,1
143,airport-lyon-1095-41953-a.wav,airport,0,1
144,airport-prague-1015-41955-a.wav,airport,0,1
145,airport-lisbon-1000-41994-a.wav,airport,0,1
146,airport-lyon-1041-42041-a.wav,airport,0,1
147,airport-lisbon-1122-42055-a.wav,airport,0,1
148,airport-lyon-1095-42121-a.wav,airport,0,1
149,airport-prague-1069-42135-a.wav,airport,0,1
150,airport-lyon-1095-42146-a.wav,airport,0,1
151,airport-lisbon-1114-42155-a.wav,airport,0,1
152,airport-lisbon-1122-42166-a.wav,airport,0,1
153,airport-prague-1069-42168-a.wav,airport,0,1
154,airport-prague-1023-42171-a.wav,airport,0,1
155,airport-lisbon-1000-42196-a.wav,airport,0,1
156,airport-lisbon-1122-42212-a.wav,airport,0,1
157,airport-lyon-1041-42246-a.wav,airport,0,1
158,airport-prague-1023-42248-a.wav,airport,0,1
159,airport-lyon-1041-42257-a.wav,airport,0,1
160,airport-lisbon-1000-42274-a.wav,airport,0,1
161,airport-lisbon-1122-42281-a.wav,airport,0,1
162,airport-lyon-1095-42330-a.wav,airport,0,1
163,airport-prague-1023-42332-a.wav,airport,0,1
164,airport-prague-1023-42333-a.wav,airport,0,1
165,airport-lyon-1101-42334-a.wav,airport,0,1
166,airport-lyon-1101-42343-a.wav,airport,0,1
167,airport-lisbon-1000-42406-a.wav,airport,0,1
168,airport-lisbon-1000-42416-a.wav,airport,0,1
169,airport-lyon-1101-42428-a.wav,airport,0,1
170,airport-lyon-1095-42436-a.wav,airport,0,1
171,airport-prague-1069-42443-a.wav,airport,0,1
172,airport-prague-1034-42456-a.wav,airport,0,1
173,airport-prague-1023-42487-a.wav,airport,0,1
174,airport-prague-1034-42517-a.wav,airport,0,1
175,airport-lyon-1095-42528-a.wav,airport,0,1
176,airport-lisbon-1114-42529-a.wav,airport,0,1
177,airport-lyon-1095-42574-a.wav,airport,0,1
178,airport-lisbon-1122-42582-a.wav,airport,0,1
179,airport-lisbon-1122-42593-a.wav,airport,0,1
180,airport-lyon-1101-42602-a.wav,airport,0,1
181,airport-lisbon-1000-42611-a.wav,airport,0,1
182,airport-prague-1023-42614-a.wav,airport,0,1
183,airport-lyon-1095-42617-a.wav,airport,0,1
184,airport-lisbon-1114-42659-a.wav,airport,0,1
185,airport-prague-1034-42667-a.wav,airport,0,1
186,airport-lisbon-1114-42669-a.wav,airport,0,1
187,airport-prague-1034-42685-a.wav,airport,0,1
188,airport-lyon-1101-42703-a.wav,airport,0,1
189,airport-lisbon-1114-42707-a.wav,airport,0,1
190,airport-lisbon-1114-42711-a.wav,airport,0,1
191,airport-lisbon-1000-42727-a.wav,airport,0,1
192,airport-prague-1015-42736-a.wav,airport,0,1
193,airport-lyon-1095-42753-a.wav,airport,0,1
194,airport-prague-1023-42755-a.wav,airport,0,1
195,airport-lisbon-1122-42768-a.wav,airport,0,1
196,airport-prague-1015-42783-a.wav,airport,0,1
197,airport-lyon-1101-42791-a.wav,airport,0,1
198,airport-lyon-1095-42795-a.wav,airport,0,1
199,airport-lyon-1041-42809-a.wav,airport,0,1
200,airport-lyon-1041-42824-a.wav,airport,0,1
201,airport-lyon-1101-42838-a.wav,airport,0,1
202,airport-prague-1034-42842-a.wav,airport,0,1
203,airport-lyon-1101-42854-a.wav,airport,0,1
204,airport-lisbon-1000-42860-a.wav,airport,0,1
205,airport-prague-1015-42872-a.wav,airport,0,1
206,airport-prague-1069-42891-a.wav,airport,0,1
207,airport-lisbon-1000-42898-a.wav,airport,0,1
208,airport-lisbon-1000-42902-a.wav,airport,0,1
209,airport-lisbon-1000-42904-a.wav,airport,0,1
210,airport-lyon-1041-42920-a.wav,airport,0,1
211,airport-lyon-1041-42942-a.wav,airport,0,1
212,airport-lyon-1101-42943-a.wav,airport,0,1
213,airport-lisbon-1114-42954-a.wav,airport,0,1
214,airport-lisbon-1122-42956-a.wav,airport,0,1
215,airport-lisbon-1122-42966-a.wav,airport,0,1
216,airport-prague-1069-42974-a.wav,airport,0,1
217,airport-lyon-1095-42977-a.wav,airport,0,1
218,airport-lisbon-1122-43015-a.wav,airport,0,1
219,airport-lisbon-1114-43022-a.wav,airport,0,1
220,airport-prague-1069-43028-a.wav,airport,0,1
221,airport-prague-1023-43029-a.wav,airport,0,1
222,airport-lyon-1041-43035-a.wav,airport,0,1
223,airport-lyon-1101-43038-a.wav,airport,0,1
224,airport-prague-1069-43039-a.wav,airport,0,1
225,airport-lyon-1041-43045-a.wav,airport,0,1
226,airport-lyon-1095-43055-a.wav,airport,0,1
227,airport-lyon-1041-43062-a.wav,airport,0,1
228,airport-lisbon-1114-43068-a.wav,airport,0,1
229,airport-lisbon-1000-43069-a.wav,airport,0,1
230,airport-lyon-1101-43071-a.wav,airport,0,1
231,airport-prague-1015-43103-a.wav,airport,0,1
232,airport-lyon-1101-43112-a.wav,airport,0,1
233,airport-lisbon-1114-43120-a.wav,airport,0,1
234,airport-prague-1034-43125-a.wav,airport,0,1
235,airport-lisbon-1114-43142-a.wav,airport,0,1
236,airport-prague-1034-43157-a.wav,airport,0,1
237,airport-lisbon-1114-43160-a.wav,airport,0,1
238,airport-lyon-1095-43177-a.wav,airport,0,1
239,airport-lisbon-1114-43181-a.wav,airport,0,1
240,airport-prague-1034-43238-a.wav,airport,0,1
241,airport-lisbon-1122-43249-a.wav,airport,0,1
242,airport-lyon-1041-43257-a.wav,airport,0,1
243,airport-lisbon-1114-43268-a.wav,airport,0,1
244,airport-prague-1015-43277-a.wav,airport,0,1
245,airport-prague-1015-43287-a.wav,airport,0,1
246,airport-lisbon-1122-43307-a.wav,airport,0,1
247,airport-prague-1069-43322-a.wav,airport,0,1
248,airport-prague-1069-43326-a.wav,airport,0,1
249,airport-lisbon-1000-43327-a.wav,airport,0,1
250,airport-lyon-1095-43330-a.wav,airport,0,1
251,airport-lisbon-1122-43364-a.wav,airport,0,1
252,airport-lyon-1101-43380-a.wav,airport,0,1
253,airport-prague-1069-43387-a.wav,airport,0,1
254,airport-lisbon-1122-43393-a.wav,airport,0,1
255,airport-lyon-1041-43417-a.wav,airport,0,1
256,airport-lisbon-1000-43430-a.wav,airport,0,1
257,airport-prague-1069-43436-a.wav,airport,0,1
258,airport-prague-1034-43454-a.wav,airport,0,1
259,airport-lyon-1101-43476-a.wav,airport,0,1
260,airport-prague-1034-43482-a.wav,airport,0,1
261,airport-lyon-1095-43489-a.wav,airport,0,1
262,airport-lyon-1095-43512-a.wav,airport,0,1
263,airport-prague-1015-43515-a.wav,airport,0,1
264,airport-lyon-1041-43521-a.wav,airport,0,1
265,airport-lyon-1101-43522-a.wav,airport,0,1
266,airport-lyon-1101-43528-a.wav,airport,0,1
267,airport-lyon-1101-43537-a.wav,airport,0,1
268,airport-lisbon-1122-43567-a.wav,airport,0,1
269,airport-lyon-1095-43600-a.wav,airport,0,1
270,airport-lyon-1095-43631-a.wav,airport,0,1
271,airport-lisbon-1114-43635-a.wav,airport,0,1
272,airport-lyon-1101-43656-a.wav,airport,0,1
273,airport-lisbon-1000-43679-a.wav,airport,0,1
274,airport-lisbon-1122-43685-a.wav,airport,0,1
275,airport-lisbon-1122-43712-a.wav,airport,0,1
276,airport-lyon-1095-43724-a.wav,airport,0,1
277,airport-lyon-1101-43728-a.wav,airport,0,1
278,airport-lisbon-1114-43732-a.wav,airport,0,1
279,airport-lyon-1101-43736-a.wav,airport,0,1
280,airport-lisbon-1122-43741-a.wav,airport,0,1
281,airport-lyon-1095-43774-a.wav,airport,0,1
282,airport-lisbon-1122-43787-a.wav,airport,0,1
283,airport-lisbon-1114-43788-a.wav,airport,0,1
284,airport-lisbon-1114-43793-a.wav,airport,0,1
285,airport-lyon-1041-43796-a.wav,airport,0,1
286,airport-prague-1015-43856-a.wav,airport,0,1
287,airport-prague-1034-43863-a.wav,airport,0,1
288,airport-lisbon-1000-43865-a.wav,airport,0,1
289,airport-lisbon-1114-43869-a.wav,airport,0,1
290,airport-lyon-1041-43878-a.wav,airport,0,1
291,airport-lisbon-1122-43880-a.wav,airport,0,1
292,airport-prague-1015-43886-a.wav,airport,0,1
293,airport-prague-1034-43893-a.wav,airport,0,1
294,airport-lisbon-1114-43900-a.wav,airport,0,1
295,airport-lyon-1095-43917-a.wav,airport,0,1
296,airport-lyon-1041-43949-a.wav,airport,0,1
297,airport-prague-1069-43955-a.wav,airport,0,1
298,airport-prague-1023-43965-a.wav,airport,0,1
299,airport-lyon-1095-44011-a.wav,airport,0,1
300,airport-lyon-1101-44017-a.wav,airport,0,1
301,airport-lyon-1095-44039-a.wav,airport,0,1
302,airport-lyon-1041-44042-a.wav,airport,0,1
303,airport-prague-1034-44047-a.wav,airport,0,1
304,airport-lisbon-1114-44053-a.wav,airport,0,1
305,airport-prague-1069-44057-a.wav,airport,0,1
306,airport-lyon-1095-44064-a.wav,airport,0,1
307,airport-prague-1015-44065-a.wav,airport,0,1
308,airport-lyon-1101-44067-a.wav,airport,0,1
309,airport-lyon-1101-44070-a.wav,airport,0,1
310,airport-lisbon-1000-44083-a.wav,airport,0,1
311,airport-lyon-1095-44085-a.wav,airport,0,1
312,airport-barcelona-0-0-a.wav,airport,0,1
313,airport-barcelona-0-1-a.wav,airport,0,1
314,airport-barcelona-0-2-a.wav,airport,0,1
315,airport-barcelona-0-3-a.wav,airport,0,1
316,airport-barcelona-0-4-a.wav,airport,0,1
317,airport-barcelona-0-5-a.wav,airport,0,1
318,airport-barcelona-0-6-a.wav,airport,0,1
319,airport-barcelona-0-7-a.wav,airport,0,1
320,airport-barcelona-0-8-a.wav,airport,0,1
321,airport-barcelona-0-9-a.wav,airport,0,1
322,airport-barcelona-0-10-a.wav,airport,0,1
323,airport-barcelona-0-11-a.wav,airport,0,1
324,airport-barcelona-0-12-a.wav,airport,0,1
325,airport-barcelona-0-13-a.wav,airport,0,1
326,airport-barcelona-0-14-a.wav,airport,0,1
327,airport-barcelona-0-15-a.wav,airport,0,1
328,airport-barcelona-1-16-a.wav,airport,0,1
329,airport-barcelona-1-17-a.wav,airport,0,1
330,airport-barcelona-1-18-a.wav,airport,0,1
331,airport-barcelona-1-19-a.wav,airport,0,1
332,airport-barcelona-1-20-a.wav,airport,0,1
333,airport-barcelona-1-21-a.wav,airport,0,1
334,airport-barcelona-1-22-a.wav,airport,0,1
335,airport-barcelona-1-23-a.wav,airport,0,1
336,airport-barcelona-1-24-a.wav,airport,0,1
337,airport-barcelona-1-25-a.wav,airport,0,1
338,airport-barcelona-1-26-a.wav,airport,0,1
339,airport-barcelona-1-27-a.wav,airport,0,1
340,airport-barcelona-1-28-a.wav,airport,0,1
341,airport-barcelona-1-29-a.wav,airport,0,1
342,airport-barcelona-1-30-a.wav,airport,0,1
343,airport-barcelona-1-31-a.wav,airport,0,1
344,airport-barcelona-1-32-a.wav,airport,0,1
345,airport-barcelona-1-33-a.wav,airport,0,1
346,airport-barcelona-1-34-a.wav,airport,0,1
347,airport-barcelona-1-35-a.wav,airport,0,1
348,airport-barcelona-1-36-a.wav,airport,0,1
349,airport-barcelona-1-37-a.wav,airport,0,1
350,airport-barcelona-1-38-a.wav,airport,0,1
351,airport-barcelona-1-39-a.wav,airport,0,1
352,airport-barcelona-1-40-a.wav,airport,0,1
353,airport-barcelona-1-41-a.wav,airport,0,1
354,airport-barcelona-1-42-a.wav,airport,0,1
355,airport-barcelona-1-43-a.wav,airport,0,1
356,airport-barcelona-1-44-a.wav,airport,0,1
357,airport-barcelona-1-45-a.wav,airport,0,1
358,airport-barcelona-1-46-a.wav,airport,0,1
359,airport-barcelona-1-47-a.wav,airport,0,1
360,airport-barcelona-1-48-a.wav,airport,0,1
361,airport-barcelona-1-49-a.wav,airport,0,1
362,airport-barcelona-1-50-a.wav,airport,0,1
363,airport-barcelona-1-51-a.wav,airport,0,1
364,airport-barcelona-1-52-a.wav,airport,0,1
365,airport-barcelona-1-53-a.wav,airport,0,1
366,airport-barcelona-1-54-a.wav,airport,0,1
367,airport-barcelona-1-55-a.wav,airport,0,1
368,airport-barcelona-1-56-a.wav,airport,0,1
369,airport-barcelona-1-57-a.wav,airport,0,1
370,airport-barcelona-1-58-a.wav,airport,0,1
371,airport-barcelona-1-59-a.wav,airport,0,1
372,airport-barcelona-1-60-a.wav,airport,0,1
373,airport-barcelona-1-61-a.wav,airport,0,1
374,airport-barcelona-1-62-a.wav,airport,0,1
375,airport-barcelona-1-63-a.wav,airport,0,1
376,airport-barcelona-1-64-a.wav,airport,0,1
377,airport-barcelona-1-65-a.wav,airport,0,1
378,airport-barcelona-1-66-a.wav,airport,0,1
379,airport-barcelona-1-67-a.wav,airport,0,1
380,airport-barcelona-1-68-a.wav,airport,0,1
381,airport-barcelona-1-69-a.wav,airport,0,1
382,airport-barcelona-1-70-a.wav,airport,0,1
383,airport-barcelona-1-71-a.wav,airport,0,1
384,airport-barcelona-1-72-a.wav,airport,0,1
385,airport-barcelona-1-73-a.wav,airport,0,1
386,airport-barcelona-1-74-a.wav,airport,0,1
387,airport-barcelona-1-75-a.wav,airport,0,1
388,airport-barcelona-1-76-a.wav,airport,0,1
389,airport-barcelona-1-77-a.wav,airport,0,1
390,airport-barcelona-1-78-a.wav,airport,0,1
391,airport-barcelona-1-79-a.wav,airport,0,1
392,airport-barcelona-1-80-a.wav,airport,0,1
393,airport-barcelona-1-81-a.wav,airport,0,1
394,airport-barcelona-1-82-a.wav,airport,0,1
395,airport-barcelona-1-83-a.wav,airport,0,1
396,airport-barcelona-1-84-a.wav,airport,0,1
397,airport-barcelona-1-85-a.wav,airport,0,1
398,airport-barcelona-1-86-a.wav,airport,0,1
399,airport-barcelona-1-87-a.wav,airport,0,1
400,airport-barcelona-1-88-a.wav,airport,0,1
401,airport-barcelona-1-89-a.wav,airport,0,1
402,airport-barcelona-1-90-a.wav,airport,0,1
403,airport-barcelona-1-91-a.wav,airport,0,1
404,airport-barcelona-1-92-a.wav,airport,0,1
405,airport-barcelona-1-93-a.wav,airport,0,1
406,airport-barcelona-1-94-a.wav,airport,0,1
407,airport-barcelona-1-95-a.wav,airport,0,1
408,airport-barcelona-1-96-a.wav,airport,0,1
409,airport-barcelona-2-97-a.wav,airport,0,1
410,airport-barcelona-2-98-a.wav,airport,0,1
411,airport-barcelona-2-99-a.wav,airport,0,1
412,airport-barcelona-2-100-a.wav,airport,0,1
413,airport-barcelona-2-101-a.wav,airport,0,1
414,airport-barcelona-2-102-a.wav,airport,0,1
415,airport-barcelona-2-103-a.wav,airport,0,1
416,airport-barcelona-2-104-a.wav,airport,0,1
417,airport-barcelona-2-105-a.wav,airport,0,1
418,airport-barcelona-2-106-a.wav,airport,0,1
419,airport-barcelona-2-107-a.wav,airport,0,1
420,airport-barcelona-2-108-a.wav,airport,0,1
421,airport-barcelona-2-109-a.wav,airport,0,1
422,airport-barcelona-2-110-a.wav,airport,0,1
423,airport-barcelona-2-111-a.wav,airport,0,1
424,airport-helsinki-3-112-a.wav,airport,0,1
425,airport-helsinki-3-113-a.wav,airport,0,1
426,airport-helsinki-3-114-a.wav,airport,0,1
427,airport-helsinki-3-115-a.wav,airport,0,1
428,airport-helsinki-3-116-a.wav,airport,0,1
429,airport-helsinki-3-117-a.wav,airport,0,1
430,airport-helsinki-3-118-a.wav,airport,0,1
431,airport-helsinki-3-119-a.wav,airport,0,1
432,airport-helsinki-3-120-a.wav,airport,0,1
433,airport-helsinki-3-121-a.wav,airport,0,1
434,airport-helsinki-3-122-a.wav,airport,0,1
435,airport-helsinki-3-123-a.wav,airport,0,1
436,airport-helsinki-3-124-a.wav,airport,0,1
437,airport-helsinki-3-125-a.wav,airport,0,1
438,airport-helsinki-3-126-a.wav,airport,0,1
439,airport-helsinki-3-127-a.wav,airport,0,1
440,airport-helsinki-3-128-a.wav,airport,0,1
441,airport-helsinki-3-129-a.wav,airport,0,1
442,airport-helsinki-3-130-a.wav,airport,0,1
443,airport-helsinki-3-131-a.wav,airport,0,1
444,airport-helsinki-3-132-a.wav,airport,0,1
445,airport-helsinki-3-133-a.wav,airport,0,1
446,airport-helsinki-3-134-a.wav,airport,0,1
447,airport-helsinki-3-135-a.wav,airport,0,1
448,airport-helsinki-3-136-a.wav,airport,0,1
449,airport-helsinki-3-137-a.wav,airport,0,1
450,airport-helsinki-3-138-a.wav,airport,0,1
451,airport-helsinki-3-139-a.wav,airport,0,1
452,airport-helsinki-3-140-a.wav,airport,0,1
453,airport-helsinki-3-141-a.wav,airport,0,1
454,airport-helsinki-3-142-a.wav,airport,0,1
455,airport-helsinki-3-143-a.wav,airport,0,1
456,airport-helsinki-3-144-a.wav,airport,0,1
457,airport-helsinki-3-145-a.wav,airport,0,1
458,airport-helsinki-3-146-a.wav,airport,0,1
459,airport-helsinki-3-147-a.wav,airport,0,1
460,airport-helsinki-3-148-a.wav,airport,0,1
461,airport-helsinki-3-149-a.wav,airport,0,1
462,airport-helsinki-3-150-a.wav,airport,0,1
463,airport-helsinki-3-151-a.wav,airport,0,1
464,airport-helsinki-3-152-a.wav,airport,0,1
465,airport-helsinki-3-153-a.wav,airport,0,1
466,airport-helsinki-3-154-a.wav,airport,0,1
467,airport-helsinki-3-155-a.wav,airport,0,1
468,airport-helsinki-3-156-a.wav,airport,0,1
469,airport-helsinki-3-157-a.wav,airport,0,1
470,airport-helsinki-3-158-a.wav,airport,0,1
471,airport-helsinki-3-159-a.wav,airport,0,1
472,airport-helsinki-3-160-a.wav,airport,0,1
473,airport-helsinki-3-161-a.wav,airport,0,1
474,airport-helsinki-3-162-a.wav,airport,0,1
475,airport-helsinki-3-163-a.wav,airport,0,1
476,airport-helsinki-3-164-a.wav,airport,0,1
477,airport-helsinki-3-165-a.wav,airport,0,1
478,airport-helsinki-3-166-a.wav,airport,0,1
479,airport-helsinki-3-167-a.wav,airport,0,1
480,airport-helsinki-3-168-a.wav,airport,0,1
481,airport-helsinki-4-169-a.wav,airport,0,1
482,airport-helsinki-4-170-a.wav,airport,0,1
483,airport-helsinki-4-171-a.wav,airport,0,1
484,airport-helsinki-4-172-a.wav,airport,0,1
485,airport-helsinki-4-173-a.wav,airport,0,1
486,airport-helsinki-4-174-a.wav,airport,0,1
487,airport-helsinki-4-175-a.wav,airport,0,1
488,airport-helsinki-4-176-a.wav,airport,0,1
489,airport-helsinki-4-177-a.wav,airport,0,1
490,airport-helsinki-4-178-a.wav,airport,0,1
491,airport-helsinki-4-179-a.wav,airport,0,1
492,airport-helsinki-4-180-a.wav,airport,0,1
493,airport-helsinki-4-181-a.wav,airport,0,1
494,airport-helsinki-4-182-a.wav,airport,0,1
495,airport-helsinki-4-183-a.wav,airport,0,1
496,airport-helsinki-4-184-a.wav,airport,0,1
497,airport-helsinki-4-185-a.wav,airport,0,1
498,airport-helsinki-4-186-a.wav,airport,0,1
499,airport-helsinki-4-187-a.wav,airport,0,1
500,airport-helsinki-4-188-a.wav,airport,0,1
501,airport-helsinki-4-189-a.wav,airport,0,1
502,airport-helsinki-4-190-a.wav,airport,0,1
503,airport-helsinki-4-191-a.wav,airport,0,1
504,airport-helsinki-4-192-a.wav,airport,0,1
505,airport-helsinki-4-193-a.wav,airport,0,1
506,airport-helsinki-4-194-a.wav,airport,0,1
507,airport-helsinki-4-195-a.wav,airport,0,1
508,airport-helsinki-4-196-a.wav,airport,0,1
509,airport-helsinki-4-197-a.wav,airport,0,1
510,airport-helsinki-4-198-a.wav,airport,0,1
511,airport-helsinki-4-199-a.wav,airport,0,1
512,airport-helsinki-4-200-a.wav,airport,0,1
513,airport-helsinki-4-201-a.wav,airport,0,1
514,airport-helsinki-4-202-a.wav,airport,0,1
515,airport-helsinki-4-203-a.wav,airport,0,1
516,airport-helsinki-4-204-a.wav,airport,0,1
517,airport-helsinki-4-205-a.wav,airport,0,1
518,airport-helsinki-4-206-a.wav,airport,0,1
519,airport-helsinki-4-207-a.wav,airport,0,1
520,airport-helsinki-4-208-a.wav,airport,0,1
521,airport-helsinki-4-209-a.wav,airport,0,1
522,airport-helsinki-4-210-a.wav,airport,0,1
523,airport-helsinki-4-211-a.wav,airport,0,1
